Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
3978,2:13:41,Jawad Qalouj,MAR,,6,Casablanca (MAR),28 OCT 2018,Men,Marathon
3978,2:13:41,Toru Terasawa,JPN,04 JAN 1935,2,Chiswick (GBR),12 JUN 1965,Men,Marathon
3978,2:13:41,Antonio Villanueva,MEX,25 JUN 1940,7,"Eugene, OR (USA)",12 SEP 1982,Men,Marathon
3978,2:13:41,Frank Schauer,GER,02 APR 1989,23,Berlin (GER),25 SEP 2022,Men,Marathon
3998,2:13:42,Dinbushe Seboka,ETH,,3,Jilin (CHN),11 JUN 2023,Men,Marathon
3998,2:13:42,Shamil Ahmed,ETH,04 MAR 1985,7,Cape Town (RSA),18 SEP 2016,Men,Marathon
3998,2:13:42,Patrick Rizzo,USA,25 JUL 1983,13,"Houston, TX (USA)",14 JAN 2012,Men,Marathon
3998,2:13:42,Lamech Mosotoi Mokono,KEN,07 APR 1981,1,Victoria (CAN),13 OCT 2013,Men,Marathon
3998,2:13:42,Kolbo Gobe,ETH,1987,10,Hannover (GER),08 MAY 2011,Men,Marathon
3998,2:13:42,Emmanuel Bor,KEN,25 DEC 1993,17,Barcelona (ESP),07 NOV 2021,Men,Marathon
3998,2:13:42,Patrick Kiptum,KEN,07 APR 1972,2,"San Diego, CA (USA)",04 JUN 2000,Men,Marathon
3998,2:13:42,Tadesse Tsetergatchev,ETH,15 OCT 1949,7,Moskva (URS),29 JUL 1979,Men,Marathon
3998,2:13:42,Rick Ceulemans,BEL,14 SEP 1972,12,Amsterdam (NED),19 OCT 2003,Men,Marathon
3998,2:13:42,Debele Tekelemedihen,ETH,1977,5,Zürich (SUI),01 APR 2007,Men,Marathon
3998,2:13:42,Martin Beckmann,GER,15 JUL 1977,6,Düsseldorf (GER),03 MAY 2009,Men,Marathon
3998,2:13:42,Oscar Herman Cortinez,ARG,04 AUG 1973,1,Santa Rosa (ARG),23 APR 2000,Men,Marathon
3998,2:13:42,Florian Caro,FRA,21 JUL 1993,1,Caen (FRA),02 JUN 2024,Men,Marathon
3998,2:13:42,Rachid Ait Bensalem,MAR,10 NOV 1972,5,Marrakech (MAR),18 JAN 2004,Men,Marathon
3998,2:13:42,Mabuthile Lebopo,LES,25 DEC 1975,1f1,Durban (RSA),08 FEB 2009,Men,Marathon
4013,2:13:43,Paul Limo,KEN,01 FEB 1979,4,Nairobi (KEN),29 OCT 2006,Men,Marathon
4013,2:13:43,Noureddine Sobhi,FRA,27 JUN 1962,11,"Olympiastadion, Helsinki (FIN)",14 AUG 1994,Men,Marathon
4013,2:13:43,Willie Farrell,RSA,08 JUN 1951,3,Eerste River (RSA),11 OCT 1980,Men,Marathon
4013,2:13:43,Claude Minni,FRA,07 SEP 1956,3,Rouffach (FRA),23 OCT 1983,Men,Marathon
4013,2:13:43,John Cain,GBR,23 AUG 1946,17,London (GBR),17 APR 1983,Men,Marathon
4013,2:13:43,Kennedy Kimeli Kemei,KEN,1978,3,"Baltimore, MD (USA)",16 OCT 2010,Men,Marathon
4013,2:13:43,Bernard Soi,KEN,,22,Amsterdam (NED),16 OCT 2022,Men,Marathon
4013,2:13:43,Andreas Vojta,AUT,09 JUN 1989,14,Frankfurt (GER),29 OCT 2023,Men,Marathon
4013,2:13:43,Chris Fox,USA,22 OCT 1958,7,"Cleveland, OH (USA)",12 NOV 1989,Men,Marathon
4013,2:13:43,Shingo Mizota,JPN,16 AUG 1992,52,Tokyo (JPN),01 MAR 2020,Men,Marathon
4013,2:13:43,Kim Reynierse,ARU,10 JAN 1961,1,Berchem (BEL),10 SEP 1989,Men,Marathon
4024,2:13:44,Enock Keter Kiptoo,KEN,28 FEB 1982,1,Ciudad de México (MEX),20 OCT 2002,Men,Marathon
4024,2:13:44,Kentaro Ito,JPN,28 OCT 1973,4,Hofu (JPN),16 DEC 2001,Men,Marathon
4024,2:13:44,Takuya Kitasaki,JPN,05 MAR 1999,48,Osaka (JPN),25 FEB 2024,Men,Marathon
4024,2:13:44,Amos Choge,KEN,1977,1,Mombasa (KEN),17 MAY 2009,Men,Marathon
4024,2:13:44,Ismail Akcay,TUR,09 JUL 1942,4,Fukuoka (JPN),08 DEC 1968,Men,Marathon
4024,2:13:44,Giacomo Tagliaferri,ITA,17 DEC 1962,13,Carpi (ITA),27 OCT 1991,Men,Marathon
4024,2:13:44,Jeff Jacobs,USA,29 JUN 1964,7,"Chicago, IL (USA)",30 OCT 1994,Men,Marathon
4024,2:13:44,Bedada Girma Elala,ETH,,6,Sevilla (ESP),24 FEB 2008,Men,Marathon
4024,2:13:44,Shota Yamazaki,JPN,11 MAY 1990,5,Sapporo (JPN),25 AUG 2019,Men,Marathon
4024,2:13:44,Mijue Nima,CHN,08 JUN 1995,13,Nanjing (CHN),29 NOV 2020,Men,Marathon
4024,2:13:44,Ryo Ishita,JPN,07 SEP 1988,13,Hofu (JPN),20 DEC 2020,Men,Marathon
4024,2:13:44,Jamal Baligha,NED,11 NOV 1973,2,Rotterdam (NED),09 APR 2006,Men,Marathon
4024,2:13:44,Yasuyoshi Oguri,JPN,27 MAR 1975,1,Ageo (JPN),07 FEB 1999,Men,Marathon
4024,2:13:44,Abderrahmane El Mojibi,MAR,,13,Rabat (MAR),21 APR 2019,Men,Marathon
4038,2:13:45,Masanobu Miyuki,JPN,15 APR 1975,13,Otsu (JPN),04 MAR 2001,Men,Marathon
4038,2:13:45,Mostafa Rhorba,MAR,12 SEP 1972,7,Casablanca (MAR),28 OCT 2018,Men,Marathon
4038,2:13:45,Jacques Valentin,NED,06 SEP 1955,7,Maassluis (NED),07 APR 1984,Men,Marathon
4038,2:13:45,Tharcisse Gashaka,BDI,18 DEC 1962,1,Puteaux (FRA),12 NOV 1995,Men,Marathon
4038,2:13:45,Yayeh Aden,DJI,17 AUG 1969,12,Berlin (GER),29 SEP 1996,Men,Marathon
4038,2:13:45,Harun Malel,KEN,,1,Kobe (JPN),23 NOV 2014,Men,Marathon
4038,2:13:45,Guoshun Luo,CHN,16 APR 1996,14,Nanjing (CHN),29 NOV 2020,Men,Marathon
4038,2:13:45,Jonatan Venema,NED,12 NOV 2001,26,Rotterdam (NED),14 APR 2024,Men,Marathon
4038,2:13:45,Jose Mauricio González,COL,14 OCT 1988,12,Wien (AUT),21 APR 2024,Men,Marathon
4038,2:13:45,Ryo Kawamoto,JPN,22 OCT 1997,85,Otsu (JPN),28 FEB 2021,Men,Marathon
4038,2:13:45,Alastair Wood,GBR,13 JAN 1933,1,Inverness (GBR),09 JUL 1966,Men,Marathon
4038,2:13:45,Gabriel Proctor,USA,29 APR 1990,12,"Chicago, IL (USA)",12 OCT 2014,Men,Marathon
4050,2:13:46,Jeff Lastennet,FRA,26 AUG 1987,40,Valencia (ESP),04 DEC 2022,Men,Marathon
4050,2:13:46,Wei Chen,CHN,06 FEB 1989,6,Beijing (CHN),19 OCT 2008,Men,Marathon
4050,2:13:46,Mikhail Khobotov,RUS,02 FEB 1973,2,"Houston, TX (USA)",14 JAN 2007,Men,Marathon
4050,2:13:46,Johana Maina,KEN,24 DEC 1990,15,Fukuoka (JPN),07 DEC 2014,Men,Marathon
4050,2:13:46,David Kogei,KEN,05 MAY 1985,8,Seoul (KOR),03 NOV 2019,Men,Marathon
4050,2:13:46,Phil Camp,USA,17 AUG 1947,5,"Metairie, LA (USA)",10 FEB 1980,Men,Marathon
4050,2:13:46,Edwin Kosgei Yator,KEN,1983,1,Bonn (GER),02 APR 2017,Men,Marathon
4050,2:13:46,Ed Sheehan,USA,18 JUN 1957,1,"Huntsville, AL (USA)",11 DEC 1982,Men,Marathon
4050,2:13:46,Hiroshi Yuge,JPN,21 DEC 1956,15,Tokyo (JPN),12 FEB 1984,Men,Marathon
4050,2:13:46,Ramon Aguillar,MEX,,4,Torreón (MEX),05 MAR 2000,Men,Marathon
4050,2:13:46,Sławomir Kąpiński,POL,14 APR 1966,9,Beijing (CHN),20 OCT 1996,Men,Marathon
4050,2:13:46,Mohammed Benyettou,ALG,03 NOV 2000,18,Amsterdam (NED),15 OCT 2023,Men,Marathon
4050,2:13:46,Jürgen Busch,GDR,24 DEC 1942,3,Karl Marx Stadt (GDR),19 MAY 1968,Men,Marathon
4063,2:13:47,Peter Lomuria,KEN,1973,2,Treviso (ITA),30 MAR 2008,Men,Marathon
4063,2:13:47,Josphat Kiprop Kiptis,KEN,16 NOV 1993,2,Hannover (GER),03 APR 2022,Men,Marathon
4063,2:13:47,Yuki Munakata,JPN,20 DEC 1989,13,Tokyo (JPN),03 MAR 2019,Men,Marathon
4063,2:13:47,Yuki Abe,JPN,04 OCT 1975,7,Otsu (JPN),04 MAR 2007,Men,Marathon
4063,2:13:47,Norimasa Nishina,JPN,22 SEP 1988,4,Hofu (JPN),21 DEC 2014,Men,Marathon
4063,2:13:47,Javier Díaz,ESP,17 APR 1976,5,Sevilla (ESP),14 FEB 2010,Men,Marathon
4063,2:13:47,Anuradha Indraji Cooraj,SRI,24 MAR 1978,14,London (GBR),26 APR 2015,Men,Marathon
4063,2:13:47,Sisay Yazew,ETH,1994,5,Warszawa (POL),22 APR 2018,Men,Marathon
4063,2:13:47,Guy Fays,BEL,15 SEP 1969,3,Eindhoven (NED),08 OCT 2000,Men,Marathon
4063,2:13:47,Jacques Marechet,FRA,11 OCT 1956,10,Seoul (KOR),12 APR 1987,Men,Marathon
4063,2:13:47,Moacir Marconi,BRA,02 AUG 1958,3,Roma (ITA),19 NOV 1989,Men,Marathon
4063,2:13:47,Yuriy Kazmin,URS,04 OCT 1960,2,Belaya Tserkov (URS),09 SEP 1989,Men,Marathon
4063,2:13:47,Mirko Vindiš,YUG,08 NOV 1963,11,Seoul (KOR),12 APR 1987,Men,Marathon
4063,2:13:47,David Olds,USA,07 DEC 1961,9,"Houston, TX (USA)",19 JAN 1986,Men,Marathon
4063,2:13:47,Chuck Smead,USA,04 AUG 1951,8,"Eugene, OR (USA)",13 SEP 1981,Men,Marathon
4063,2:13:47,Henrik Albahn,DEN,24 FEB 1960,2,Berlin (GER),29 SEP 1985,Men,Marathon
4063,2:13:47,Marek Deputat,POL,13 MAY 1964,5,Wien (AUT),22 APR 1990,Men,Marathon
4063,2:13:47,Antony Nyabanyaba,RSA,12 DEC 1953,5,Cape Town (RSA),28 MAR 1992,Men,Marathon
4081,2:13:48,Peter Wangari,KEN,17 JAN 1987,7,Wien (AUT),10 APR 2016,Men,Marathon
4081,2:13:48,Lubomír Tesáček,TCH,09 FEB 1957,6,Wien (AUT),22 APR 1990,Men,Marathon
4081,2:13:48,Kiprop Tonui,KEN,02 JAN 1986,7,Qingdao (CHN),21 APR 2024,Men,Marathon
4081,2:13:48,Jeroen Van Damme,NED,29 SEP 1972,2,Rotterdam (NED),10 APR 2005,Men,Marathon
4081,2:13:48,Desta Beriso Morkama,ETH,1985,1,Debno (POL),07 APR 2013,Men,Marathon
4081,2:13:48,Takeshi Kudome,JPN,28 MAR 1962,7,Beppu (JPN),05 FEB 1989,Men,Marathon
4081,2:13:48,Merv Brameld,GBR,30 MAY 1952,18,London (GBR),17 APR 1983,Men,Marathon
4081,2:13:48,Emiliano García,ESP,06 JAN 1961,8,Beijing (CHN),16 OCT 1988,Men,Marathon
4081,2:13:48,Michael Bishop,GBR,14 JUL 1955,3,Paris (FRA),17 MAY 1987,Men,Marathon
4081,2:13:48,Dave Scudamore,USA,15 FEB 1970,1,"Pittsburgh, PA (USA)",04 MAY 1997,Men,Marathon
4091,2:13:49,Bud Coates,USA,06 APR 1957,5,"Pittsburgh, PA (USA)",03 MAY 1987,Men,Marathon
4091,2:13:49,Yasuhito Ikeda,JPN,08 MAY 1983,19,Tokyo (JPN),23 FEB 2014,Men,Marathon
4091,2:13:49,Young-Jin Kim,KOR,27 SEP 1983,15,Seoul (KOR),17 MAR 2013,Men,Marathon
4091,2:13:49,Mark Tucker,AUS,15 AUG 1979,11,Fukuoka (JPN),07 DEC 2008,Men,Marathon
4091,2:13:49,Bor Benjamin Kipketer,KEN,1980,4,See Genezareth (ISR),04 JAN 2007,Men,Marathon
4091,2:13:49,Ivan Uvizl,CZE,16 AUG 1958,6,Hamburg (GER),23 MAY 1993,Men,Marathon
4091,2:13:49,Max Wenisch,AUT,24 JUN 1961,1,Klagenfurt (AUT),26 OCT 1996,Men,Marathon
4091,2:13:49,Luc Waegeman,BEL,16 AUG 1958,22,Hiroshima (JPN),14 APR 1985,Men,Marathon
4091,2:13:49,Shota Nishiwaki,JPN,27 APR 2001,49,Osaka (JPN),25 FEB 2024,Men,Marathon
4091,2:13:49,Hayato Miyashita,JPN,15 OCT 1999,47,Osaka (JPN),26 FEB 2023,Men,Marathon
4091,2:13:49,Ryoichi Yoshida,JPN,17 APR 1995,87,Otsu (JPN),28 FEB 2021,Men,Marathon
4091,2:13:49,Tomonori Sakamoto,JPN,21 JUL 1986,7,Nagano (JPN),19 APR 2015,Men,Marathon
4091,2:13:49,Viktor Taratukhin,URS,05 MAY 1959,5,Uzhgorod (URS),17 APR 1988,Men,Marathon
4091,2:13:49,Robert Langat,KEN,11 FEB 1988,5,Brighton (GBR),06 APR 2014,Men,Marathon
4105,2:13:50,Mirosław Gołębiewski,POL,28 NOV 1962,7,Wien (AUT),22 APR 1990,Men,Marathon
4105,2:13:50,Jean-Yves Madelon,FRA,11 JAN 1957,2,Chatellerault (FRA),07 OCT 1984,Men,Marathon
4105,2:13:50,Naoya Hashimoto,JPN,23 APR 1981,13,Beppu (JPN),07 FEB 2010,Men,Marathon
4105,2:13:50,Leodigard Martin,TAN,08 OCT 1960,5,Montréal (CAN),13 SEP 1981,Men,Marathon
4105,2:13:50,Dario Fegatelli,ITA,29 AUG 1969,6,Venezia (ITA),27 OCT 1996,Men,Marathon
4105,2:13:50,Emil Dobrowolski,POL,02 NOV 1986,1,Poznan (POL),11 OCT 2015,Men,Marathon
4105,2:13:50,Don Greig,NZL,23 OCT 1956,2,Wiri (NZL),22 NOV 1981,Men,Marathon
4105,2:13:50,Cosme Anselmo De Souza,BRA,02 SEP 1979,11,Torino (ITA),13 APR 2008,Men,Marathon
4105,2:13:50,Hideyuki Fujishige,JPN,12 JUL 1957,8,Otsu (JPN),10 MAR 1985,Men,Marathon
4105,2:13:50,Josh Cox,USA,09 AUG 1975,14,"Houston, TX (USA)",14 JAN 2012,Men,Marathon
4105,2:13:50,Aleksandr Vychuzhanin,URS,02 AUG 1966,3,Belaya Tserkov (URS),21 APR 1991,Men,Marathon
4105,2:13:50,Teboho Sello,LES,17 FEB 1979,7,Bloemfontein (RSA),16 APR 2016,Men,Marathon
4105,2:13:50,Kazuo Matsumoto,JPN,18 AUG 1967,5,Oita (JPN),06 FEB 1994,Men,Marathon
4105,2:13:50,Leshane Yegezu,ETH,06 OCT 1985,6,Algiers (ALG),01 NOV 2014,Men,Marathon
4105,2:13:50,Edwin Kipleting,KEN,,2,Firenze (ITA),26 NOV 2023,Men,Marathon
4105,2:13:50,Yoshiki Koizumi,JPN,05 OCT 1993,25,Tokyo (JPN),25 FEB 2018,Men,Marathon
4105,2:13:50,George Mpolokeng,RSA,19 FEB 1979,1,Port Elizabeth (RSA),10 FEB 2007,Men,Marathon
4105,2:13:50,Festus Langat,KEN,09 APR 1985,7,Roma (ITA),18 MAR 2012,Men,Marathon
4105,2:13:50,Tsepo Mathibelle,LES,30 JUN 1991,6,Beijing (CHN),17 SEP 2017,Men,Marathon
4105,2:13:50,Juan Pablo Juarez,ARG,04 OCT 1960,7,Torino (ITA),24 APR 1994,Men,Marathon
4105,2:13:50,Toshiyuki Sakai,JPN,23 MAY 1976,6,Frankfurt (GER),28 OCT 2001,Men,Marathon
4126,2:13:51,Kabtamu Reta,ETH,1986,8,Roma (ITA),18 MAR 2012,Men,Marathon
4126,2:13:51,Jae-Won Jeon,KOR,08 MAR 2000,3,Yecheon (KOR),04 APR 2021,Men,Marathon
4126,2:13:51,Mikhail Shevtsov,URS,1951,13,Moskva (URS),24 MAY 1980,Men,Marathon
4126,2:13:51,Petrus Kekana,RSA,11 OCT 1956,4,Port Elizabeth (RSA),03 MAY 1986,Men,Marathon
4126,2:13:51,Oleksandr Baza,URS,01 AUG 1953,3,Uzhgorod (URS),07 OCT 1986,Men,Marathon
4126,2:13:51,Andrzej Witczak,POL,04 AUG 1958,2,Puteaux (FRA),14 MAR 1993,Men,Marathon
4126,2:13:51,Luís Saraiva,POR,11 NOV 1993,50,Sevilla (ESP),20 FEB 2022,Men,Marathon
4126,2:13:51,Tesfay Felfele,ERI,01 DEC 1986,23,Berlin (GER),29 SEP 2019,Men,Marathon
4126,2:13:51,Christopher Soget,KEN,15 AUG 1980,12,Nairobi (KEN),28 OCT 2012,Men,Marathon
4126,2:13:51,Hussein Rutto,KEN,1986,6,Zürich (SUI),22 APR 2012,Men,Marathon
4126,2:13:51,Mikhail Romanov,RUS,14 DEC 1973,7,Moskva (RUS),16 MAY 1999,Men,Marathon
4126,2:13:51,Akinori Shibutani,JPN,05 DEC 1977,3,Beppu (JPN),06 FEB 2000,Men,Marathon
4126,2:13:51,Atef Saad,TUN,20 MAR 1988,1,Agadir (MAR),24 APR 2016,Men,Marathon
4126,2:13:51,Eneko Agirrezabal,ESP,20 MAR 1986,55,Valencia (ESP),06 DEC 2020,Men,Marathon
4140,2:13:52,Fumiyuki Watanabe,JPN,17 APR 1983,2,Nobeoka (JPN),14 FEB 2010,Men,Marathon
4140,2:13:52,Hiroaki Oka,JPN,24 JUL 1964,8,Oita (JPN),04 FEB 1990,Men,Marathon
4140,2:13:52,Eshetu Bekele,ETH,,3,Pyongyang (PRK),15 APR 2001,Men,Marathon
4140,2:13:52,Sergey Klimakov,URS,12 JUN 1966,4,Belaya Tserkov (URS),21 APR 1991,Men,Marathon
4140,2:13:52,Kipkoech Ruto,KEN,1989,2,"Pittsburgh, PA (USA)",06 MAY 2018,Men,Marathon
4140,2:13:52,Jin-Hong Yu,KOR,13 APR 1967,1,Seoul (KOR),30 OCT 1988,Men,Marathon
4140,2:13:52,Craig Leon,USA,08 NOV 1984,13,"Chicago, IL (USA)",13 OCT 2013,Men,Marathon
4140,2:13:52,Yuma Shimizu,JPN,17 APR 1999,8,Nobeoka (JPN),12 FEB 2023,Men,Marathon
4140,2:13:52,Ronald Schröer,NED,28 SEP 1984,25,Amsterdam (NED),17 OCT 2021,Men,Marathon
4140,2:13:52,Ryo Ishida,JPN,07 SEP 1988,3,Nobeoka (JPN),09 FEB 2014,Men,Marathon
4140,2:13:52,Zoltán Kőszegi,HUN,09 JAN 1963,3,Szeged (HUN),14 MAR 1987,Men,Marathon
4140,2:13:52,Daniel Kirwa Lel,KEN,,8,Nairobi (KEN),25 OCT 2009,Men,Marathon
4140,2:13:52,Tilahun Nigusie,ETH,30 NOV 1996,14,Zhengzhou (CHN),26 MAR 2017,Men,Marathon
4140,2:13:52,John Offord,GBR,03 APR 1947,8,Maassluis (NED),07 APR 1984,Men,Marathon
4140,2:13:52,Afework Ayele,ETH,,6,Pune (IND),29 JAN 2017,Men,Marathon
4155,2:13:53,Rod De Highden,AUS,15 JAN 1969,17,Fukuoka (JPN),05 DEC 1999,Men,Marathon
4155,2:13:53,Gregorio Domínguez,MEX,12 MAR 1967,5,Torreón (MEX),04 MAR 2001,Men,Marathon
4155,2:13:53,Graham Malinga,RSA,07 JUL 1979,3,Durban (RSA),04 MAR 2001,Men,Marathon
4155,2:13:53,Kenta Chiba,JPN,20 MAY 1990,13,Oita (JPN),05 FEB 2017,Men,Marathon
4155,2:13:53,David Chelule,KEN,07 JUL 1977,1,Brescia (ITA),14 MAR 2010,Men,Marathon
4155,2:13:53,Oddmund Roalkvam,NOR,27 NOV 1958,9,Berlin (GER),28 SEP 1986,Men,Marathon
4155,2:13:53,José Amado García,GUA,13 SEP 1977,2,Chuncheon (KOR),27 OCT 2006,Men,Marathon
4155,2:13:53,Kuniaki Kanno,JPN,14 MAY 1975,9,Beppu (JPN),07 FEB 1999,Men,Marathon
4155,2:13:53,Ezekiel Kiprop Kimutai,KEN,1990,2,Moshi (TAN),03 MAR 2012,Men,Marathon
4155,2:13:53,Jon Kum Il,PRK,,3,Pyongyang (PRK),08 APR 2018,Men,Marathon
4155,2:13:53,Francesco Agostini,ITA,29 AUG 1997,16,Hamburg (GER),28 APR 2024,Men,Marathon
4155,2:13:53,Masatoshi Teranishi,JPN,02 OCT 1994,6,Nagano (JPN),23 APR 2023,Men,Marathon
4155,2:13:53,Nikolaos Pollias,GRE,28 MAR 1971,24,"Stade de France, Paris-St-Denis (FRA)",30 AUG 2003,Men,Marathon
4155,2:13:53,James Tallam Cheruitich,KEN,1987,10,Lagos (NGR),08 FEB 2020,Men,Marathon
4155,2:13:53,David Kipkoech,KEN,1983,2,Nanjing (CHN),10 NOV 2019,Men,Marathon
4155,2:13:53,Yasuo Hiroaka,JPN,18 MAY 1961,2,Hofu (JPN),22 DEC 1985,Men,Marathon
4155,2:13:53,Andrew Heyes,GBR,22 JUN 1990,6,Manchester (GBR),03 APR 2022,Men,Marathon
4172,2:13:54,Setsuo Maeda,JPN,05 JUN 1959,10,Otsu (JPN),08 MAR 1987,Men,Marathon
4172,2:13:54,Sam Carey,GBR,25 DEC 1964,30,London (GBR),21 APR 1991,Men,Marathon
4172,2:13:54,Yuichi Chiba,JPN,01 NOV 1968,5,Otsu (JPN),10 MAR 1991,Men,Marathon
4172,2:13:54,Yoshizo Morita,JPN,09 JAN 1956,7,Beijing (CHN),18 OCT 1987,Men,Marathon
4172,2:13:54,Xiaohua Yang,CHN,12 DEC 2001,20,Wuxi (CHN),19 MAR 2023,Men,Marathon
4172,2:13:54,Dmitriy Feoktistov,URS,1960,8,Mogilyov (URS),15 JUN 1985,Men,Marathon
4172,2:13:54,Mark Burnhope,GBR,20 MAR 1960,10,London (GBR),21 APR 1985,Men,Marathon
4172,2:13:54,Josphat Kipkoech Bett,KEN,12 JUN 1990,7,La Rochelle (FRA),26 NOV 2023,Men,Marathon
4172,2:13:54,Dennis Kipkosgei,KEN,,9,Madrid (ESP),28 APR 2024,Men,Marathon
4172,2:13:54,Kwang-Hyok Kim,PRK,22 JAN 1988,4,Pyongyang (PRK),08 APR 2012,Men,Marathon
4172,2:13:54,Üzeyir Söylemez,TUR,08 JUN 1988,2,Trabzon (TUR),21 FEB 2021,Men,Marathon
4172,2:13:54,Chad Bennion,USA,06 SEP 1964,2,"Duluth, MN (USA)",20 JUN 1992,Men,Marathon
4172,2:13:54,James Kuria Karanja,KEN,12 MAY 1979,3,"Austin, TX (USA)",16 FEB 2003,Men,Marathon
4172,2:13:54,Justin Young,USA,25 JUL 1979,13,Rotterdam (NED),13 APR 2008,Men,Marathon
4172,2:13:54,Isaac Tshabalala,RSA,30 JUL 1960,2,Port Elizabeth (RSA),11 MAR 1995,Men,Marathon
4172,2:13:54,Timothy Kibet Chelimo,KEN,,3,Moshi (TAN),03 MAR 2012,Men,Marathon
4172,2:13:54,Edward Mothibi,RSA,10 NOV 1984,13,Cape Town (RSA),17 OCT 2021,Men,Marathon
4172,2:13:54,Hiroto Kunishi,JPN,12 AUG 1993,53,Tokyo (JPN),01 MAR 2020,Men,Marathon
4172,2:13:54,Benson Kipkosgei Ruto,KEN,1974,3,Nagpur (IND),31 JAN 2010,Men,Marathon
4191,2:13:55,Giovanni Gualdi,ITA,25 NOV 1979,16,Berlin (GER),30 SEP 2012,Men,Marathon
4191,2:13:55,Wilfred Kiptoo,KEN,14 DEC 1994,7,Stockholm (SWE),09 OCT 2021,Men,Marathon
4191,2:13:55,Elijah Mutandiko,ZIM,29 JUL 1975,7,Wien (AUT),16 MAY 2004,Men,Marathon
4191,2:13:55,Jonathan Kipsaina,KEN,28 FEB 1973,2,Enschede (NED),22 APR 2007,Men,Marathon
4191,2:13:55,Kazuyuki Maeda,JPN,10 FEB 1980,1f1,Nobeoka (JPN),15 FEB 2009,Men,Marathon
4191,2:13:55,Myong-Kee Lee,KOR,10 OCT 1983,9,Seoul (KOR),14 MAR 2009,Men,Marathon
4191,2:13:55,Mark Kenneally,IRL,18 APR 1981,18,Amsterdam (NED),16 OCT 2011,Men,Marathon
4191,2:13:55,Loritenyang Pkumun Mekelinyang,KEN,,6,Beirut (LBN),27 NOV 2011,Men,Marathon
4191,2:13:55,Amanuel Kipkogei,KEN,1986,8,Nairobi (KEN),29 OCT 2023,Men,Marathon
4191,2:13:55,Julius Kilimo,KEN,,4,Moshi (TAN),03 MAR 2012,Men,Marathon
4191,2:13:55,Stephen Brooks,GBR,08 JUN 1970,15,London (GBR),13 APR 1997,Men,Marathon
4191,2:13:55,Marco Calderone,ITA,19 JUN 1968,5,Carpi (ITA),12 OCT 1997,Men,Marathon
4191,2:13:55,Aleksandr Burtsev,BLR,13 FEB 1965,5,Puteaux (FRA),10 NOV 1996,Men,Marathon
4191,2:13:55,Janusz Wójcik,POL,29 FEB 1964,1,Toruń (POL),01 MAY 1994,Men,Marathon
4191,2:13:55,Neji Maklouf,TUN,26 SEP 1962,2,Avigliana (ITA),30 SEP 1990,Men,Marathon
4191,2:13:55,Leonardo Croce,ITA,25 JAN 1964,1,Cesano Boscone (ITA),22 NOV 1987,Men,Marathon
4191,2:13:55,Kingston Mills,IRL,14 MAR 1955,10,Berlin (GER),28 SEP 1986,Men,Marathon
4191,2:13:55,Gino Brackevelt,BEL,29 AUG 1960,1,Berchem (BEL),20 SEP 1985,Men,Marathon
4191,2:13:55,Joseph Lemay,USA,05 DEC 1966,1,"Sacramento, CA (USA)",05 DEC 1999,Men,Marathon
4191,2:13:55,Basil Heatley,GBR,25 DEC 1933,1,Chiswick (GBR),13 JUN 1964,Men,Marathon
4211,2:13:56,Youcai Li,CHN,20 DEC 1982,13,Beijing (CHN),18 OCT 2009,Men,Marathon
4211,2:13:56,Freddy Guimard,FRA,26 DEC 1986,61,Valencia (ESP),03 DEC 2023,Men,Marathon
4211,2:13:56,Yuki Fujii,JPN,27 JUN 1992,16,Hofu (JPN),20 DEC 2020,Men,Marathon
4211,2:13:56,Connor Weaver,USA,,13,"Orlando, FL (USA)",03 FEB 2024,Men,Marathon
4211,2:13:56,David Mosop,KEN,,9,Nairobi (KEN),25 OCT 2009,Men,Marathon
4211,2:13:56,Masayuki Satouchi,JPN,21 MAY 1976,4,Beppu (JPN),06 FEB 2000,Men,Marathon
4211,2:13:56,Liam Boudin,AUS,03 SEP 1997,8,Gold Coast (AUS),07 JUL 2024,Men,Marathon
4211,2:13:56,Siyang Guan,CHN,30 MAR 1991,2,Chengdu (CHN),29 NOV 2020,Men,Marathon
4211,2:13:56,Gianluigi Curreli,ITA,22 MAR 1966,3,Puteaux (FRA),14 MAR 1993,Men,Marathon
4211,2:13:56,Zenon Poniatowski,POL,09 NOV 1954,1,Cesano Boscone (ITA),23 NOV 1986,Men,Marathon
4211,2:13:56,Siphiwe Gqele,RSA,28 FEB 1952,3,Port Elizabeth (RSA),01 MAY 1982,Men,Marathon
4211,2:13:56,Ulrich Steidl,GER,06 MAR 1972,8,Pyongyang (PRK),09 APR 2000,Men,Marathon
4211,2:13:56,Philip Serem,KEN,03 OCT 1978,22,Paris (FRA),06 APR 2008,Men,Marathon
4224,2:13:57,Sören Kah,GER,23 JAN 1982,16,Frankfurt (GER),28 OCT 2012,Men,Marathon
4224,2:13:57,Je-Kyong Kim,KOR,05 MAR 1978,1,Chuncheon (KOR),22 OCT 2000,Men,Marathon
4224,2:13:57,Debesay Tsege,ERI,20 AUG 1988,15,Frankfurt (GER),28 OCT 2012,Men,Marathon
4224,2:13:57,Nagahisa Kaneko,JPN,03 AUG 1972,25,Otsu (JPN),07 MAR 2004,Men,Marathon
4224,2:13:57,Steve Kiprotich,UGA,,1,Porto (POR),17 OCT 2004,Men,Marathon
